date,value,term,lane,theme
2018-12-01 00:00:00,66,Avila Adobe,museum_specific,museum_brand
2019-01-01 00:00:00,0,Avila Adobe,museum_specific,museum_brand
2019-02-01 00:00:00,0,Avila Adobe,museum_specific,museum_brand
2019-03-01 00:00:00,0,Avila Adobe,museum_specific,museum_brand
2019-04-01 00:00:00,0,Avila Adobe,museum_specific,museum_brand
2019-05-01 00:00:00,79,Avila Adobe,museum_specific,museum_brand
2019-06-01 00:00:00,0,Avila Adobe,museum_specific,museum_brand
2019-07-01 00:00:00,52,Avila Adobe,museum_specific,museum_brand
2019-08-01 00:00:00,0,Avila Adobe,museum_specific,museum_brand
2019-09-01 00:00:00,0,Avila Adobe,museum_specific,museum_brand
2019-10-01 00:00:00,0,Avila Adobe,museum_specific,museum_brand
2019-11-01 00:00:00,0,Avila Adobe,museum_specific,museum_brand
2019-12-01 00:00:00,0,Avila Adobe,museum_specific,museum_brand
2020-01-01 00:00:00,0,Avila Adobe,museum_specific,museum_brand
2020-02-01 00:00:00,0,Avila Adobe,museum_specific,museum_brand
2020-03-01 00:00:00,0,Avila Adobe,museum_specific,museum_brand
2020-04-01 00:00:00,0,Avila Adobe,museum_specific,museum_brand
2020-05-01 00:00:00,0,Avila Adobe,museum_specific,museum_brand
2020-06-01 00:00:00,0,Avila Adobe,museum_specific,museum_brand
2020-07-01 00:00:00,0,Avila Adobe,museum_specific,museum_brand
2020-08-01 00:00:00,0,Avila Adobe,museum_specific,museum_brand
2020-09-01 00:00:00,55,Avila Adobe,museum_specific,museum_brand
2020-10-01 00:00:00,0,Avila Adobe,museum_specific,museum_brand
2020-11-01 00:00:00,0,Avila Adobe,museum_specific,museum_brand
2020-12-01 00:00:00,0,Avila Adobe,museum_specific,museum_brand
2021-01-01 00:00:00,0,Avila Adobe,museum_specific,museum_brand
2021-02-01 00:00:00,0,Avila Adobe,museum_specific,museum_brand
2021-03-01 00:00:00,0,Avila Adobe,museum_specific,museum_brand
2021-04-01 00:00:00,0,Avila Adobe,museum_specific,museum_brand
2021-05-01 00:00:00,0,Avila Adobe,museum_specific,museum_brand
2021-06-01 00:00:00,0,Avila Adobe,museum_specific,museum_brand
2014-01-01 00:00:00,59,Olvera Street,museum_specific,tourism_discovery
2014-02-01 00:00:00,65,Olvera Street,museum_specific,tourism_discovery
2014-03-01 00:00:00,69,Olvera Street,museum_specific,tourism_discovery
2014-04-01 00:00:00,80,Olvera Street,museum_specific,tourism_discovery
2014-05-01 00:00:00,89,Olvera Street,museum_specific,tourism_discovery
2014-06-01 00:00:00,68,Olvera Street,museum_specific,tourism_discovery
2014-07-01 00:00:00,73,Olvera Street,museum_specific,tourism_discovery
2014-08-01 00:00:00,68,Olvera Street,museum_specific,tourism_discovery
2014-09-01 00:00:00,59,Olvera Street,museum_specific,tourism_discovery
2014-10-01 00:00:00,80,Olvera Street,museum_specific,tourism_discovery
2014-11-01 00:00:00,71,Olvera Street,museum_specific,tourism_discovery
2014-12-01 00:00:00,62,Olvera Street,museum_specific,tourism_discovery
2015-01-01 00:00:00,47,Olvera Street,museum_specific,tourism_discovery
2015-02-01 00:00:00,45,Olvera Street,museum_specific,tourism_discovery
2015-03-01 00:00:00,58,Olvera Street,museum_specific,tourism_discovery
2015-04-01 00:00:00,64,Olvera Street,museum_specific,tourism_discovery
2015-05-01 00:00:00,68,Olvera Street,museum_specific,tourism_discovery
2015-06-01 00:00:00,64,Olvera Street,museum_specific,tourism_discovery
2015-07-01 00:00:00,59,Olvera Street,museum_specific,tourism_discovery
2015-08-01 00:00:00,64,Olvera Street,museum_specific,tourism_discovery
2015-09-01 00:00:00,58,Olvera Street,museum_specific,tourism_discovery
2015-10-01 00:00:00,92,Olvera Street,museum_specific,tourism_discovery
2015-11-01 00:00:00,69,Olvera Street,museum_specific,tourism_discovery
2015-12-01 00:00:00,59,Olvera Street,museum_specific,tourism_discovery
2016-01-01 00:00:00,53,Olvera Street,museum_specific,tourism_discovery
2016-02-01 00:00:00,55,Olvera Street,museum_specific,tourism_discovery
2016-03-01 00:00:00,70,Olvera Street,museum_specific,tourism_discovery
2016-04-01 00:00:00,70,Olvera Street,museum_specific,tourism_discovery
2016-05-01 00:00:00,78,Olvera Street,museum_specific,tourism_discovery
2016-06-01 00:00:00,66,Olvera Street,museum_specific,tourism_discovery
2016-07-01 00:00:00,73,Olvera Street,museum_specific,tourism_discovery
2016-08-01 00:00:00,61,Olvera Street,museum_specific,tourism_discovery
2016-09-01 00:00:00,66,Olvera Street,museum_specific,tourism_discovery
2016-10-01 00:00:00,100,Olvera Street,museum_specific,tourism_discovery
2016-11-01 00:00:00,67,Olvera Street,museum_specific,tourism_discovery
2016-12-01 00:00:00,57,Olvera Street,museum_specific,tourism_discovery
2017-01-01 00:00:00,54,Olvera Street,museum_specific,tourism_discovery
2017-02-01 00:00:00,49,Olvera Street,museum_specific,tourism_discovery
2017-03-01 00:00:00,69,Olvera Street,museum_specific,tourism_discovery
2017-04-01 00:00:00,78,Olvera Street,museum_specific,tourism_discovery
2017-05-01 00:00:00,86,Olvera Street,museum_specific,tourism_discovery
2017-06-01 00:00:00,83,Olvera Street,museum_specific,tourism_discovery
2017-07-01 00:00:00,85,Olvera Street,museum_specific,tourism_discovery
2017-08-01 00:00:00,59,Olvera Street,museum_specific,tourism_discovery
2017-09-01 00:00:00,62,Olvera Street,museum_specific,tourism_discovery
2017-10-01 00:00:00,97,Olvera Street,museum_specific,tourism_discovery
2017-11-01 00:00:00,68,Olvera Street,museum_specific,tourism_discovery
2017-12-01 00:00:00,71,Olvera Street,museum_specific,tourism_discovery
2018-01-01 00:00:00,60,Olvera Street,museum_specific,tourism_discovery
2018-02-01 00:00:00,63,Olvera Street,museum_specific,tourism_discovery
2018-03-01 00:00:00,75,Olvera Street,museum_specific,tourism_discovery
2018-04-01 00:00:00,75,Olvera Street,museum_specific,tourism_discovery
2018-05-01 00:00:00,81,Olvera Street,museum_specific,tourism_discovery
2018-06-01 00:00:00,76,Olvera Street,museum_specific,tourism_discovery
2018-07-01 00:00:00,72,Olvera Street,museum_specific,tourism_discovery
2018-08-01 00:00:00,64,Olvera Street,museum_specific,tourism_discovery
2018-09-01 00:00:00,70,Olvera Street,museum_specific,tourism_discovery
2018-10-01 00:00:00,96,Olvera Street,museum_specific,tourism_discovery
2018-11-01 00:00:00,77,Olvera Street,museum_specific,tourism_discovery
2018-12-01 00:00:00,67,Olvera Street,museum_specific,tourism_discovery
2019-01-01 00:00:00,49,Olvera Street,museum_specific,tourism_discovery
2019-02-01 00:00:00,49,Olvera Street,museum_specific,tourism_discovery
2019-03-01 00:00:00,67,Olvera Street,museum_specific,tourism_discovery
2019-04-01 00:00:00,71,Olvera Street,museum_specific,tourism_discovery
2019-05-01 00:00:00,81,Olvera Street,museum_specific,tourism_discovery
2019-06-01 00:00:00,66,Olvera Street,museum_specific,tourism_discovery
2019-07-01 00:00:00,65,Olvera Street,museum_specific,tourism_discovery
2019-08-01 00:00:00,64,Olvera Street,museum_specific,tourism_discovery
2019-09-01 00:00:00,64,Olvera Street,museum_specific,tourism_discovery
2019-10-01 00:00:00,84,Olvera Street,museum_specific,tourism_discovery
2019-11-01 00:00:00,82,Olvera Street,museum_specific,tourism_discovery
2019-12-01 00:00:00,62,Olvera Street,museum_specific,tourism_discovery
2020-01-01 00:00:00,46,Olvera Street,museum_specific,tourism_discovery
2020-02-01 00:00:00,51,Olvera Street,museum_specific,tourism_discovery
2020-03-01 00:00:00,23,Olvera Street,museum_specific,tourism_discovery
2020-04-01 00:00:00,13,Olvera Street,museum_specific,tourism_discovery
2020-05-01 00:00:00,25,Olvera Street,museum_specific,tourism_discovery
2020-06-01 00:00:00,26,Olvera Street,museum_specific,tourism_discovery
2020-07-01 00:00:00,26,Olvera Street,museum_specific,tourism_discovery
2020-08-01 00:00:00,20,Olvera Street,museum_specific,tourism_discovery
2020-09-01 00:00:00,33,Olvera Street,museum_specific,tourism_discovery
2020-10-01 00:00:00,37,Olvera Street,museum_specific,tourism_discovery
2020-11-01 00:00:00,32,Olvera Street,museum_specific,tourism_discovery
2020-12-01 00:00:00,22,Olvera Street,museum_specific,tourism_discovery
2021-01-01 00:00:00,19,Olvera Street,museum_specific,tourism_discovery
2021-02-01 00:00:00,26,Olvera Street,museum_specific,tourism_discovery
2021-03-01 00:00:00,33,Olvera Street,museum_specific,tourism_discovery
2021-04-01 00:00:00,44,Olvera Street,museum_specific,tourism_discovery
2021-05-01 00:00:00,49,Olvera Street,museum_specific,tourism_discovery
2021-06-01 00:00:00,46,Olvera Street,museum_specific,tourism_discovery
2014-01-01 00:00:00,81,Los Angeles museums,discovery_marketing,tourism_discovery
2014-02-01 00:00:00,63,Los Angeles museums,discovery_marketing,tourism_discovery
2014-03-01 00:00:00,66,Los Angeles museums,discovery_marketing,tourism_discovery
2014-04-01 00:00:00,61,Los Angeles museums,discovery_marketing,tourism_discovery
2014-05-01 00:00:00,50,Los Angeles museums,discovery_marketing,tourism_discovery
2014-06-01 00:00:00,68,Los Angeles museums,discovery_marketing,tourism_discovery
2014-07-01 00:00:00,79,Los Angeles museums,discovery_marketing,tourism_discovery
2014-08-01 00:00:00,62,Los Angeles museums,discovery_marketing,tourism_discovery
2014-09-01 00:00:00,51,Los Angeles museums,discovery_marketing,tourism_discovery
2014-10-01 00:00:00,40,Los Angeles museums,discovery_marketing,tourism_discovery
2014-11-01 00:00:00,48,Los Angeles museums,discovery_marketing,tourism_discovery
2014-12-01 00:00:00,43,Los Angeles museums,discovery_marketing,tourism_discovery
2015-01-01 00:00:00,83,Los Angeles museums,discovery_marketing,tourism_discovery
2015-02-01 00:00:00,54,Los Angeles museums,discovery_marketing,tourism_discovery
2015-03-01 00:00:00,53,Los Angeles museums,discovery_marketing,tourism_discovery
2015-04-01 00:00:00,47,Los Angeles museums,discovery_marketing,tourism_discovery
2015-05-01 00:00:00,55,Los Angeles museums,discovery_marketing,tourism_discovery
2015-06-01 00:00:00,70,Los Angeles museums,discovery_marketing,tourism_discovery
2015-07-01 00:00:00,76,Los Angeles museums,discovery_marketing,tourism_discovery
2015-08-01 00:00:00,57,Los Angeles museums,discovery_marketing,tourism_discovery
2015-09-01 00:00:00,51,Los Angeles museums,discovery_marketing,tourism_discovery
2015-10-01 00:00:00,40,Los Angeles museums,discovery_marketing,tourism_discovery
2015-11-01 00:00:00,52,Los Angeles museums,discovery_marketing,tourism_discovery
2015-12-01 00:00:00,63,Los Angeles museums,discovery_marketing,tourism_discovery
2016-01-01 00:00:00,100,Los Angeles museums,discovery_marketing,tourism_discovery
2016-02-01 00:00:00,66,Los Angeles museums,discovery_marketing,tourism_discovery
2016-03-01 00:00:00,67,Los Angeles museums,discovery_marketing,tourism_discovery
2016-04-01 00:00:00,60,Los Angeles museums,discovery_marketing,tourism_discovery
2016-05-01 00:00:00,58,Los Angeles museums,discovery_marketing,tourism_discovery
2016-06-01 00:00:00,66,Los Angeles museums,discovery_marketing,tourism_discovery
2016-07-01 00:00:00,70,Los Angeles museums,discovery_marketing,tourism_discovery
2016-08-01 00:00:00,53,Los Angeles museums,discovery_marketing,tourism_discovery
2016-09-01 00:00:00,48,Los Angeles museums,discovery_marketing,tourism_discovery
2016-10-01 00:00:00,40,Los Angeles museums,discovery_marketing,tourism_discovery
2016-11-01 00:00:00,49,Los Angeles museums,discovery_marketing,tourism_discovery
2016-12-01 00:00:00,58,Los Angeles museums,discovery_marketing,tourism_discovery
2017-01-01 00:00:00,87,Los Angeles museums,discovery_marketing,tourism_discovery
2017-02-01 00:00:00,60,Los Angeles museums,discovery_marketing,tourism_discovery
2017-03-01 00:00:00,57,Los Angeles museums,discovery_marketing,tourism_discovery
2017-04-01 00:00:00,58,Los Angeles museums,discovery_marketing,tourism_discovery
2017-05-01 00:00:00,67,Los Angeles museums,discovery_marketing,tourism_discovery
2017-06-01 00:00:00,72,Los Angeles museums,discovery_marketing,tourism_discovery
2017-07-01 00:00:00,80,Los Angeles museums,discovery_marketing,tourism_discovery
2017-08-01 00:00:00,60,Los Angeles museums,discovery_marketing,tourism_discovery
2017-09-01 00:00:00,56,Los Angeles museums,discovery_marketing,tourism_discovery
2017-10-01 00:00:00,38,Los Angeles museums,discovery_marketing,tourism_discovery
2017-11-01 00:00:00,48,Los Angeles museums,discovery_marketing,tourism_discovery
2017-12-01 00:00:00,61,Los Angeles museums,discovery_marketing,tourism_discovery
2018-01-01 00:00:00,77,Los Angeles museums,discovery_marketing,tourism_discovery
2018-02-01 00:00:00,62,Los Angeles museums,discovery_marketing,tourism_discovery
2018-03-01 00:00:00,70,Los Angeles museums,discovery_marketing,tourism_discovery
2018-04-01 00:00:00,58,Los Angeles museums,discovery_marketing,tourism_discovery
2018-05-01 00:00:00,55,Los Angeles museums,discovery_marketing,tourism_discovery
2018-06-01 00:00:00,61,Los Angeles museums,discovery_marketing,tourism_discovery
2018-07-01 00:00:00,67,Los Angeles museums,discovery_marketing,tourism_discovery
2018-08-01 00:00:00,57,Los Angeles museums,discovery_marketing,tourism_discovery
2018-09-01 00:00:00,55,Los Angeles museums,discovery_marketing,tourism_discovery
2018-10-01 00:00:00,42,Los Angeles museums,discovery_marketing,tourism_discovery
2018-11-01 00:00:00,47,Los Angeles museums,discovery_marketing,tourism_discovery
2018-12-01 00:00:00,64,Los Angeles museums,discovery_marketing,tourism_discovery
2019-01-01 00:00:00,81,Los Angeles museums,discovery_marketing,tourism_discovery
2019-02-01 00:00:00,85,Los Angeles museums,discovery_marketing,tourism_discovery
2019-03-01 00:00:00,63,Los Angeles museums,discovery_marketing,tourism_discovery
2019-04-01 00:00:00,59,Los Angeles museums,discovery_marketing,tourism_discovery
2019-05-01 00:00:00,60,Los Angeles museums,discovery_marketing,tourism_discovery
2019-06-01 00:00:00,71,Los Angeles museums,discovery_marketing,tourism_discovery
2019-07-01 00:00:00,70,Los Angeles museums,discovery_marketing,tourism_discovery
2019-08-01 00:00:00,56,Los Angeles museums,discovery_marketing,tourism_discovery
2019-09-01 00:00:00,47,Los Angeles museums,discovery_marketing,tourism_discovery
2019-10-01 00:00:00,39,Los Angeles museums,discovery_marketing,tourism_discovery
2019-11-01 00:00:00,47,Los Angeles museums,discovery_marketing,tourism_discovery
2019-12-01 00:00:00,62,Los Angeles museums,discovery_marketing,tourism_discovery
2020-01-01 00:00:00,66,Los Angeles museums,discovery_marketing,tourism_discovery
2020-02-01 00:00:00,58,Los Angeles museums,discovery_marketing,tourism_discovery
2020-03-01 00:00:00,27,Los Angeles museums,discovery_marketing,tourism_discovery
2020-04-01 00:00:00,4,Los Angeles museums,discovery_marketing,tourism_discovery
2020-05-01 00:00:00,10,Los Angeles museums,discovery_marketing,tourism_discovery
2020-06-01 00:00:00,29,Los Angeles museums,discovery_marketing,tourism_discovery
2020-07-01 00:00:00,17,Los Angeles museums,discovery_marketing,tourism_discovery
2020-08-01 00:00:00,21,Los Angeles museums,discovery_marketing,tourism_discovery
2020-09-01 00:00:00,23,Los Angeles museums,discovery_marketing,tourism_discovery
2020-10-01 00:00:00,27,Los Angeles museums,discovery_marketing,tourism_discovery
2020-11-01 00:00:00,19,Los Angeles museums,discovery_marketing,tourism_discovery
2020-12-01 00:00:00,11,Los Angeles museums,discovery_marketing,tourism_discovery
2021-01-01 00:00:00,18,Los Angeles museums,discovery_marketing,tourism_discovery
2021-02-01 00:00:00,36,Los Angeles museums,discovery_marketing,tourism_discovery
2021-03-01 00:00:00,57,Los Angeles museums,discovery_marketing,tourism_discovery
2021-04-01 00:00:00,59,Los Angeles museums,discovery_marketing,tourism_discovery
2021-05-01 00:00:00,61,Los Angeles museums,discovery_marketing,tourism_discovery
2021-06-01 00:00:00,72,Los Angeles museums,discovery_marketing,tourism_discovery
2014-01-01 00:00:00,42,things to do in LA,discovery_marketing,tourism_discovery
2014-02-01 00:00:00,39,things to do in LA,discovery_marketing,tourism_discovery
2014-03-01 00:00:00,47,things to do in LA,discovery_marketing,tourism_discovery
2014-04-01 00:00:00,43,things to do in LA,discovery_marketing,tourism_discovery
2014-05-01 00:00:00,39,things to do in LA,discovery_marketing,tourism_discovery
2014-06-01 00:00:00,51,things to do in LA,discovery_marketing,tourism_discovery
2014-07-01 00:00:00,63,things to do in LA,discovery_marketing,tourism_discovery
2014-08-01 00:00:00,57,things to do in LA,discovery_marketing,tourism_discovery
2014-09-01 00:00:00,40,things to do in LA,discovery_marketing,tourism_discovery
2014-10-01 00:00:00,35,things to do in LA,discovery_marketing,tourism_discovery
2014-11-01 00:00:00,35,things to do in LA,discovery_marketing,tourism_discovery
2014-12-01 00:00:00,40,things to do in LA,discovery_marketing,tourism_discovery
2015-01-01 00:00:00,43,things to do in LA,discovery_marketing,tourism_discovery
2015-02-01 00:00:00,38,things to do in LA,discovery_marketing,tourism_discovery
2015-03-01 00:00:00,43,things to do in LA,discovery_marketing,tourism_discovery
2015-04-01 00:00:00,41,things to do in LA,discovery_marketing,tourism_discovery
2015-05-01 00:00:00,45,things to do in LA,discovery_marketing,tourism_discovery
2015-06-01 00:00:00,56,things to do in LA,discovery_marketing,tourism_discovery
2015-07-01 00:00:00,73,things to do in LA,discovery_marketing,tourism_discovery
2015-08-01 00:00:00,68,things to do in LA,discovery_marketing,tourism_discovery
2015-09-01 00:00:00,53,things to do in LA,discovery_marketing,tourism_discovery
2015-10-01 00:00:00,45,things to do in LA,discovery_marketing,tourism_discovery
2015-11-01 00:00:00,45,things to do in LA,discovery_marketing,tourism_discovery
2015-12-01 00:00:00,57,things to do in LA,discovery_marketing,tourism_discovery
2016-01-01 00:00:00,64,things to do in LA,discovery_marketing,tourism_discovery
2016-02-01 00:00:00,55,things to do in LA,discovery_marketing,tourism_discovery
2016-03-01 00:00:00,68,things to do in LA,discovery_marketing,tourism_discovery
2016-04-01 00:00:00,59,things to do in LA,discovery_marketing,tourism_discovery
2016-05-01 00:00:00,63,things to do in LA,discovery_marketing,tourism_discovery
2016-06-01 00:00:00,70,things to do in LA,discovery_marketing,tourism_discovery
2016-07-01 00:00:00,88,things to do in LA,discovery_marketing,tourism_discovery
2016-08-01 00:00:00,61,things to do in LA,discovery_marketing,tourism_discovery
2016-09-01 00:00:00,58,things to do in LA,discovery_marketing,tourism_discovery
2016-10-01 00:00:00,54,things to do in LA,discovery_marketing,tourism_discovery
2016-11-01 00:00:00,58,things to do in LA,discovery_marketing,tourism_discovery
2016-12-01 00:00:00,59,things to do in LA,discovery_marketing,tourism_discovery
2017-01-01 00:00:00,62,things to do in LA,discovery_marketing,tourism_discovery
2017-02-01 00:00:00,61,things to do in LA,discovery_marketing,tourism_discovery
2017-03-01 00:00:00,64,things to do in LA,discovery_marketing,tourism_discovery
2017-04-01 00:00:00,67,things to do in LA,discovery_marketing,tourism_discovery
2017-05-01 00:00:00,64,things to do in LA,discovery_marketing,tourism_discovery
2017-06-01 00:00:00,82,things to do in LA,discovery_marketing,tourism_discovery
2017-07-01 00:00:00,97,things to do in LA,discovery_marketing,tourism_discovery
2017-08-01 00:00:00,76,things to do in LA,discovery_marketing,tourism_discovery
2017-09-01 00:00:00,66,things to do in LA,discovery_marketing,tourism_discovery
2017-10-01 00:00:00,55,things to do in LA,discovery_marketing,tourism_discovery
2017-11-01 00:00:00,57,things to do in LA,discovery_marketing,tourism_discovery
2017-12-01 00:00:00,72,things to do in LA,discovery_marketing,tourism_discovery
2018-01-01 00:00:00,65,things to do in LA,discovery_marketing,tourism_discovery
2018-02-01 00:00:00,58,things to do in LA,discovery_marketing,tourism_discovery
2018-03-01 00:00:00,68,things to do in LA,discovery_marketing,tourism_discovery
2018-04-01 00:00:00,62,things to do in LA,discovery_marketing,tourism_discovery
2018-05-01 00:00:00,61,things to do in LA,discovery_marketing,tourism_discovery
2018-06-01 00:00:00,78,things to do in LA,discovery_marketing,tourism_discovery
2018-07-01 00:00:00,100,things to do in LA,discovery_marketing,tourism_discovery
2018-08-01 00:00:00,77,things to do in LA,discovery_marketing,tourism_discovery
2018-09-01 00:00:00,69,things to do in LA,discovery_marketing,tourism_discovery
2018-10-01 00:00:00,53,things to do in LA,discovery_marketing,tourism_discovery
2018-11-01 00:00:00,62,things to do in LA,discovery_marketing,tourism_discovery
2018-12-01 00:00:00,68,things to do in LA,discovery_marketing,tourism_discovery
2019-01-01 00:00:00,70,things to do in LA,discovery_marketing,tourism_discovery
2019-02-01 00:00:00,61,things to do in LA,discovery_marketing,tourism_discovery
2019-03-01 00:00:00,69,things to do in LA,discovery_marketing,tourism_discovery
2019-04-01 00:00:00,64,things to do in LA,discovery_marketing,tourism_discovery
2019-05-01 00:00:00,71,things to do in LA,discovery_marketing,tourism_discovery
2019-06-01 00:00:00,82,things to do in LA,discovery_marketing,tourism_discovery
2019-07-01 00:00:00,87,things to do in LA,discovery_marketing,tourism_discovery
2019-08-01 00:00:00,76,things to do in LA,discovery_marketing,tourism_discovery
2019-09-01 00:00:00,57,things to do in LA,discovery_marketing,tourism_discovery
2019-10-01 00:00:00,53,things to do in LA,discovery_marketing,tourism_discovery
2019-11-01 00:00:00,58,things to do in LA,discovery_marketing,tourism_discovery
2019-12-01 00:00:00,60,things to do in LA,discovery_marketing,tourism_discovery
2020-01-01 00:00:00,59,things to do in LA,discovery_marketing,tourism_discovery
2020-02-01 00:00:00,56,things to do in LA,discovery_marketing,tourism_discovery
2020-03-01 00:00:00,27,things to do in LA,discovery_marketing,tourism_discovery
2020-04-01 00:00:00,3,things to do in LA,discovery_marketing,tourism_discovery
2020-05-01 00:00:00,8,things to do in LA,discovery_marketing,tourism_discovery
2020-06-01 00:00:00,16,things to do in LA,discovery_marketing,tourism_discovery
2020-07-01 00:00:00,18,things to do in LA,discovery_marketing,tourism_discovery
2020-08-01 00:00:00,24,things to do in LA,discovery_marketing,tourism_discovery
2020-09-01 00:00:00,23,things to do in LA,discovery_marketing,tourism_discovery
2020-10-01 00:00:00,26,things to do in LA,discovery_marketing,tourism_discovery
2020-11-01 00:00:00,19,things to do in LA,discovery_marketing,tourism_discovery
2020-12-01 00:00:00,12,things to do in LA,discovery_marketing,tourism_discovery
2021-01-01 00:00:00,16,things to do in LA,discovery_marketing,tourism_discovery
2021-02-01 00:00:00,22,things to do in LA,discovery_marketing,tourism_discovery
2021-03-01 00:00:00,31,things to do in LA,discovery_marketing,tourism_discovery
2021-04-01 00:00:00,33,things to do in LA,discovery_marketing,tourism_discovery
2021-05-01 00:00:00,38,things to do in LA,discovery_marketing,tourism_discovery
2021-06-01 00:00:00,42,things to do in LA,discovery_marketing,tourism_discovery
2014-01-01 00:00:00,52,things to do in Los Angeles,discovery_marketing,tourism_discovery
2014-02-01 00:00:00,54,things to do in Los Angeles,discovery_marketing,tourism_discovery
2014-03-01 00:00:00,58,things to do in Los Angeles,discovery_marketing,tourism_discovery
2014-04-01 00:00:00,50,things to do in Los Angeles,discovery_marketing,tourism_discovery
2014-05-01 00:00:00,55,things to do in Los Angeles,discovery_marketing,tourism_discovery
2014-06-01 00:00:00,67,things to do in Los Angeles,discovery_marketing,tourism_discovery
2014-07-01 00:00:00,84,things to do in Los Angeles,discovery_marketing,tourism_discovery
2014-08-01 00:00:00,69,things to do in Los Angeles,discovery_marketing,tourism_discovery
2014-09-01 00:00:00,50,things to do in Los Angeles,discovery_marketing,tourism_discovery
2014-10-01 00:00:00,43,things to do in Los Angeles,discovery_marketing,tourism_discovery
2014-11-01 00:00:00,46,things to do in Los Angeles,discovery_marketing,tourism_discovery
2014-12-01 00:00:00,56,things to do in Los Angeles,discovery_marketing,tourism_discovery
2015-01-01 00:00:00,52,things to do in Los Angeles,discovery_marketing,tourism_discovery
